lic_id,labels,address
37843,0,211 Mowat School Rd
33299,0,429 Canal St
35646,0,4530 St Johns Ave
8870,0,4407 Sheridan St
35781,0,890 N Federal Hwy
35780,0,2441 S Woodland Blvd #103
33039,0,1826 NE Miami Gardens Dr
7972,0,631 N Hyer Ave
37816,0,3100 NW 2nd Ave #401
35534,0,11471 W Oakland Park Blvd
37868,0,499 NE Spanish River Blvd
5385,0,5811 4th St N
8820,0,1852 N Nob Hill Rd
34134,0,236 River Beach Dr
34820,0,12161 W Linebaugh Ave
29030,0,15871 Pines Blvd
37783,0,15 W Main St
35449,0,111 SE 2nd St
37849,0,8184 Navarre Pkwy
37736,0,1617 Hillcrest St
32474,0,28272 US Hwy 19 N
34811,0,15428 SW 88th St
37703,0,2011 NE 163rd St
37916,0,6251 Park Blvd N #9E
37357,0,2441 3rd St S
37150,0,4755 PGA Boulevard
37391,0,3718 Tamiami Trail suite B
37246,0,Wind
37149,0,5773 NW 7th St
37315,0,2388 N Federal Hwy
37269,0,124 S West Shore Blvd
37166,0,2723 Belle Haven Dr
37312,0,422 SW Akron Ave
37310,0,913 Gulf Breeze Pkwy STE 15
36854,0,27750 Old 41 Rd
37322,0,9900 W Sample Rd
37264,0,101 Plaza Real S
37411,0,110 7th Ave E
37036,0,2985 Enterprise Rd
37105,0,1460 3rd St S
37382,0,5380 S Kirkman Rd
37531,0,140 Wild Blueberry Way
37367,0,2814 Weston Rd
34327,0,801 NW 37th Ave
37450,0,3501 N Ponce De Leon Blvd
37281,0,205 NE 5th Terrace
34874,0,4588 NE 2nd Ave
37416,0,601 Brickell Key Dr
37387,0,2729 E Oakland Park Blvd
37455,0,4652 E Hwy 20 #100
37287,0,830 21st St #4
37445,0,942 NE 62nd St
37430,0,6601 N Davis Hwy
21639,0,3418 Handy Rd
14449,0,1001 FL A1AAlt
37409,0,1125 Townpark Ave #1031
16520,0,1361 13th Ave S
895,0,711a N Orange Ave
37359,0,1118 Florida Ave
37346,0,2622 NW 43rd St
37412,0,9526 NE 2nd Ave #103
36945,0,4284 Okeechobee Blvd
37103,0,17860 SE 109th Ave #615
37072,0,214 W Main St
36957,0,620 E Colonial Dr
36937,0,2914 Bee Ridge Rd
37034,0,633 Brevard Ave
37025,0,20351 Summerlin Rd #109
37075,0,1200 Deltona Blvd #16
36995,0,2108 N Federal Hwy
37013,0,1514 Immokalee Rd #103
36805,0,2300 NE 62nd St
37198,0,7517 W Sample Rd
37017,0,6653 Lake Worth Rd
36999,0,113 S Oak Ave
37186,0,911 Lithia Pinecrest Rd
37185,0,3042 N Federal Hwy #305
18406,0,8618 Citrus Park Dr
37173,0,4636 SE 9th Pl
37132,0,2950 Tamiami Trail N #5
36799,0,8313 Lockwood Ridge Rd
36820,0,410 E Dania Beach Blvd
36685,0,1894 SE Port St Lucie Blvd
36876,0,2508 NE 8th Ln
36788,0,3610 SE Federal Hwy
34829,0,13695 86th Ave N
36874,0,100 Coronado Dr
36840,0,5923 SW 8th St
36847,0,5821 N Federal Hwy
34615,0,8000 W Broward Blvd
36896,0,26251 S Tamiami Trail
34557,0,27831 S Tamiami Trail
36836,0,855 Vanderbilt Beach Rd
36549,0,1880 NE 170th St
36494,0,962 Candlelight Blvd
36486,0,5919 Factory Shops Blvd
13137,0,2380 S Dixie Hwy
19399,0,461 Kingsley Ave
36691,0,2299 S Ridgewood Ave
36356,0,5934 Okeechobee Blvd
36583,0,8627 Citrus Park Dr
36589,0,481a S John Sims Pkwy
30695,0,4400 Bayou Blvd
34162,0,3932 Swift Rd
36492,0,1602 NE Miami Gardens Dr
22616,0,3300 W 84th St
36060,0,6735 Conroy Windermere Rd
14725,0,1500 Masters Blvd
35060,0,165 Brazilian Ave
36051,0,237 Lookout Pl
35944,0,605 Front St
36031,0,2271 S University Dr
33251,0,1607 N Marion St
34969,0,300 Mary Esther Blvd
34822,0,4305 Spanish Trail
36167,0,4325 Henderson Blvd
23495,0,3200 US-441
36206,0,398 N Congress Ave #23
12842,0,5245 University Pkwy #101
36707,0,9590 Applecross Rd #102
36279,0,751 E 3rd Ave
32859,0,3957 58th St N
34955,0,925b S Tamiami Trail
36165,0,2041 N University Dr
32574,0,9472 NE 2nd Ave
34453,0,12548 Lake Underhill Rd
36208,0,2435 Brunello Trace
34434,0,7251 International Dr
34988,0,7609 Davie Road Extension
35059,0,111 S Surf Rd
31285,0,250 Racquet Club Rd
32996,0,315 S Washington Ave
31903,0,2445 Collins Ave
31868,0,161 Ocean Dr
30514,0,6202 Presidential Ct Suite B
30713,0,11547 Lake Underhill Rd
31255,0,4711 N Dixie Hwy
33310,0,1660 Market St
11184,0,1081 WP Ball Blvd
31700,0,2621 Enterprise Rd #600
32268,0,1451 Middle Gulf Dr
51,0,660 NE Ocean Blvd
27123,0,2475 E 9 Mile Rd
28270,0,7968 SW 8th St
31906,0,930 Cocoanut Ave
31456,0,1145 US-1
24977,0,500 S Duncan Dr
32991,0,4580 Donald Ross Rd
33380,0,101 N Orange St
15157,0,400 S Orlando Ave
36281,0,10552 SW Village Pkwy
30911,0,8847 San Jose Blvd
23713,0,14830 Captiva Dr
32685,0,1394 Coral Way
28744,0,1503 NW Federal Hwy
8654,0,283 Cranes Roost Blvd
33678,0,665 Harold Ave SUITE A
31411,0,2910 Borden St
31568,0,16415 NW 67th Ave
32311,0,99228 Overseas Hwy
30666,0,1809 E Colonial Dr
31522,0,904 Lee Blvd #108
18903,0,1309 S Flagler Dr
26686,0,605 Celebration Ave
33680,0,6801 Collins Ave
21649,0,4603 4th St N
8195,0,1611 S Apollo Blvd
35760,0,308 W Highland Dr
33481,0,13240 Tamiami Trail N
30993,0,1045 9th Ave N
33393,0,1934 Salk Ave
17718,0,4434 Central Ave
34826,0,105 Jazz Dr
35358,0,205 W M.L.K. Jr Blvd
36339,0,4640 Park Blvd N
35426,0,2751 Enterprise Rd #103
33169,0,17749 Hunting Bow Cir
36398,0,600 Palm Springs Dr
26566,0,2885 SW 3rd Ave
25155,0,9729 N Armenia Ave
33366,0,17158 NE 19th Ave
36061,0,8366 SW 8th St
15008,0,8060 Grand Lely Dr
30687,0,2059 9th St N
25307,0,4385 Collins Ave
31067,0,1143 Toledo Blade Blvd
36111,0,6387 Central Ave
11449,0,726 Vassar St
17259,0,796 Crestview Cir NW
31383,0,315 Doris Dr
36732,0,3100 W San Carlos St
36194,0,5030 Champion Blvd D7
36116,0,U.S. Hwy 441
36343,0,19 Dr. M.L.K. Jr St S
36197,0,625 Whitehead St
33628,0,1185 W Granada Blvd
30213,0,2941 5th Ave N
21917,0,214 E New York Ave
36662,0,651 S Broad St
32967,0,203 N Clarke Rd
28877,0,306 Government Ave
31725,0,11111 San Jose Blvd
34187,0,1104 S Ocean Shore Blvd
32746,0,10010 S Federal Hwy
28069,0,35587 US Hwy 19 N
33777,0,801 Turner St
31324,0,1699 Mayo Dr
16819,0,3654 Henderson Blvd
32819,0,927 Beville Rd
33483,0,301 Camino Gardens Blvd
34054,0,920 US-1
26808,0,1515 N Federal Hwy
24885,0,1030 Camphor Ln
34090,0,17886 US-41
32360,0,1026 Bloomingdale Ave
17286,0,2441 NW 43rd St
36444,0,3448 W Hillsboro Blvd
31138,0,2842 S Ocean Blvd
24378,0,11021 Southern Blvd
31132,0,3955 N Federal Hwy
20784,0,2201 58th St N
30308,0,15971 McGregor Blvd
25966,0,9805 Gulf Dr
29217,0,3547 E County Hwy 30A
36561,0,2016 N Flamingo Rd
33298,0,9460 E Colonial Dr
22398,0,15801 S Dixie Hwy
25704,0,3165 McMullen Booth Rd
19288,0,2905 Traverse Trail
31230,0,5227 US Highway 98 South
31837,0,5158 Dr Phillips Blvd
36458,0,835 Cheney Hwy
36507,0,6160 SW State Rd 200
9949,0,5001 Coconut Rd
18596,0,11248 W Hillsborough Ave
17401,0,1071 S Tuttle Ave #1
36455,0,1056 E Osceola Pkwy
24505,0,307 Via De Palmas
22244,0,3684 Old Canoe Creek Rd
32910,0,2040 NE 49th St
33676,0,10 N Ocean Blvd
33715,0,1517 Hillcrest St
36054,0,16118 Marsh Rd
31142,0,220 S 3rd St
36351,0,1905 NW Federal Hwy
33735,0,15702 SW 72nd St
36007,0,645 W Hallandale Beach Blvd
26248,0,1255 SW Thelma St
36364,0,2631 NW 41 St
36355,0,777 N Donnelly St
34036,0,2101 Estero Blvd
21333,0,4441 Collins Ave
31885,0,4969 Volunteer Rd
15652,0,23269 FL-7
33517,0,1065 5th Ave N
34048,0,1045 N John Young Pkwy
36517,0,470 W New England Ave
31025,0,514 SE Dixie Hwy
36708,0,202 Towne Center Cir
34902,0,1683 NE 123rd St
35740,0,149 2nd St N
30420,0,7294 SW 117th Ave
32003,0,15170 Municipal Dr
36407,0,1803 E Broadway St
29510,0,4203 N Central Ave
35512,0,3014 Coral Way
36389,0,306 Washington St
36321,0,913 E Brandon Blvd
36425,0,1800 Woolbright Rd
36386,0,991 N University Dr
36429,0,5135 W Cypress St
36431,0,602 N University Dr
36413,0,6152 N U.S. Hwy 41
36401,0,6606 10th Ave N
36611,0,3615 S Dale Mabry Hwy
31011,0,205 SW 84th Ave
14932,0,5701 N Florida Ave
36640,0,4122 NW 16th Blvd
36610,0,6150 Metrowest Blvd
36348,0,3417 NW 97th Blvd
34812,0,8368 SW 40th St
36258,0,625 E Alexander St
36667,0,93997 Overseas Hwy
29110,0,3642 Madaca Ln
36221,0,242 E Highland Ave
36207,0,4801 S Tamiami Trail
36220,0,601 N Fort Lauderdale Beach Blvd
36305,0,8333 Gunn Hwy
36620,0,412 Longfellow Blvd
36162,0,6151 Miramar Pkwy
32018,0,116 S Park Ave
36294,0,1640 Sheridan St
30965,0,2823 S Orange Ave
33611,0,2404 Ruth Hentz Ave
17858,0,305 Kingsley Lake Dr #702
16927,0,190 Florida A1A #1
34727,0,13055 W Sunrise Blvd
32766,0,863 4th Ave S
30479,0,2413 NE 11th Ave
32378,0,7401 Wiles Rd #109
29175,0,2314 E Sunrise Blvd
24570,0,1820 Riggins Rd STE 1
32591,0,303 NE 167th St
28331,0,9315 San Jose Blvd # 1
31558,0,208 Avenue E
31770,0,2398 Weston Rd
30918,0,9410 Seminole Blvd
19349,0,114 Palmetto St STE 6
36097,0,1509 49th St S
17981,0,630 Lincoln Rd
28474,0,3842 Flatiron Loop
33257,0,400 Gran Bahama Blvd
29409,0,1000 NE 56th St
17017,0,821 Canal St
28309,0,5959 Approach Rd
30601,0,30 N Ring Ave
36483,0,18271 Pines Blvd
20901,0,6501 NW 36th St
36759,0,4226 53rd Ave E
36769,0,11730 Biscayne Blvd #104
32264,0,1601 Collins Ave
36749,0,71 SE 1st Ave
36738,0,935 N Beneva Rd
36754,0,182 S Yonge St
36309,0,10625 W Atlantic Blvd
15231,0,140 NE 2nd Ave
35420,0,5222 1st Ave N
25035,0,5020 4th St N
30274,0,3830 W Neptune St
34214,0,1809 NE 24th St
33473,0,2855 S Hopkins Ave
33602,0,126 N Orange Ave
32551,0,1246 S Dixie Hwy
34867,0,330 S Pineapple Ave
28332,0,119 N Kings Ave
33000,0,3400 Gulf Blvd
32986,0,746 SW Federal Hwy
33088,0,3730 Tampa Rd
33742,0,602 Brevard Ave
34410,0,8983 Okeechobee Blvd
31632,0,17066 Collins Ave
27805,0,1775 N University Dr
24877,0,2281 SW 27th Ave
312,0,7123 FL-54
31648,0,8210 W Flagler St
30031,0,102 S Palm Ave
28338,0,319 1st St S
30852,0,633 Sebastian Blvd
31269,0,465 Oakland Ave
32020,0,726 6th St
33547,0,10295 Collins Ave
30747,0,3092 Tamiami Trail N
29964,0,105 E Church St
33106,0,8195 N Military Trl
31352,0,4280 Professional Center Dr
33365,0,955 Candlelight Blvd
33548,0,812 SW Glenview Ct
8506,0,1451 Drexel Ave
16074,0,1506 W Garden St
35653,0,11300 Legacy Ave
35595,0,61 Hawks Cay Blvd
36298,0,3358 E Gulf to Lake Hwy
32376,0,2040 Polk St
34339,0,2000 N Ocean Blvd
33847,0,120 N Tropical Trail
30510,0,2900 W Sample Rd
33983,0,1120 E Kennedy Blvd
34294,0,101 N Clematis St
33578,0,6160 N Lockwood Ridge Rd
35414,0,649 Vassar St
35292,0,730 Overlook Dr
34000,0,19940 Mona Rd #3
35310,0,359 Scotland St
34679,0,13010 Metro Pkwy
33155,0,531 Main St Suite B
34247,0,6052 Van Dyke Rd
33495,0,2901 Collins Ave
31300,0,345 E Robertson St
38220,0,325 Poinsetta Ave
37997,0,1950 Thomasville Rd
224,0,3200 4th St N
34066,0,8152 W Broward Blvd
34583,0,3339 Virginia St R1
36628,0,1801 US-19
35771,0,9739 W Broward Blvd
31479,0,4111 N Andrews Ave
31102,0,6963 E Fowler Ave
32149,0,â€‹1550 W Cleveland St
34536,0,714 E Palmetto Park Rd
36835,0,1209 Park Lake St
36397,0,1790 SW 27th Ave
35995,0,4525 Collins Ave
34104,0,1004 Delridge Ave
33530,0,726 S Colorado Ave
35055,0,8903 Regents Park Dr STE 130
38342,0,116 E Sugarland Hwy
32816,0,1910 Wells Rd
35413,0,2907 16th St N
34069,0,6208 S Dixie Hwy
32789,0,11555 Central Pkwy STE 604
38700,0,130 Commercial Way
31802,0,8415 W McNab Rd
32367,0,2054 FL-436 #116
30165,0,6490 Central Ave
38744,0,320 E Railroad Ave
38183,0,8230 S Tamiami Trail
38646,0,7175 N Davis Hwy STE H
30878,0,1369 Main St
35250,0,13721 SW 152nd St
29866,0,917 Beville Rd
34034,0,13968 W Hillsborough Ave
32521,0,772 Country Club Dr
30882,0,218 SW Atlanta Ave
37110,0,1297 S Ferdon Blvd
34940,0,5787 Vineland Rd
38177,0,228 E Pine St
35787,0,6948 Collins Ave #202
29475,0,4017 Henderson Blvd
36865,0,6400 Pembroke Rd
37461,0,1165 Gulf Breeze Pkwy
37979,0,1191 U.S. 41 Bypass S
32573,0,800 E Hallandale Beach Blvd #24
35777,0,2321 E Fowler Ave
36542,0,200 Henderson Resort Way
34767,0,3074 Cypress Gardens Rd
35110,0,1808 Tamiami Trail
36682,0,99 Eglin Pkwy NE
34337,0,1829 S University Dr
32468,0,1526 Garden St
1963,0,120 Faulkner St
32899,0,4026 Land O' Lakes Blvd
35594,0,15271 NW 60th Ave #101
35455,0,605 W Bloomingdale Ave
38776,0,3755 Military Trail
34879,0,2274 FL-87
34392,0,1545 Collins Ave
32409,0,235 3rd St S
35592,0,3691 Woolbright Rd
34561,0,168 W Dearborn St
33442,0,1205 N Courtenay Pkwy
35798,0,3697 Crown Point Ct
32960,0,11358 S Cleveland Ave
37058,0,29152 US Hwy 19 N
31550,0,10300 Southside Blvd
33162,0,4750 Florida Ave S
32055,0,509 S Olive Ave
37640,0,3385 S US Hwy 17 92
33832,0,426 Canal St
37383,0,3814 S Clyde Morris Blvd
32504,0,5535 Marquesas Cir
37675,0,1500 Main St
36672,0,10480 US-1
31584,0,222 US-1 #8
34951,0,6001 Brick Ct
37501,0,108 W 3rd Ave
31022,0,12204 Miramar Pkwy
34029,0,145 Cypress Point Pkwy
37467,0,403 Federal Hwy
37745,0,1089 N Collier Blvd
37617,0,2701 SW 37th Ave
35192,0,10880 Pines Blvd
35959,0,5 NE 2nd St
35902,0,11910 Pines Blvd
36681,0,34904 Emerald Coast Pkwy
33488,0,1012 E Silver Springs Blvd
34948,0,119 Traders Alley
35708,0,1807 Airport Blvd
35278,0,6522 S Tamiami Trail
35476,0,229 Bellagio Cir
35334,0,108 Bartram Oaks Walk
35629,0,94 E McNab Rd
30657,0,615 N Ocean Blvd
38526,0,i
38651,0,6166 SW 8th St
34685,0,5712 Lawton Dr
32324,0,2748 Windguard Cir #102
35046,0,2341 Collins Ave
35486,0,10130 Northlake Blvd
34593,0,2344 Bee Ridge Rd
37875,0,360 SE 1st St
37820,0,416 Northwood Rd
34662,0,603 E University Ave
33872,0,663 Brandon Town Center Dr
34171,0,10716 Wiles Rd
37092,0,13511 Hibiscus St
37570,0,2701 Gulf Breeze Pkwy
33020,0,207 SW 2nd Ave
37744,0,2034 E Oakland Park Blvd
37797,0,357 SE Port St Lucie Blvd
33122,0,2701 SW College Rd #601
34532,0,213 6th St
34507,0,2039 W First St #6
32901,0,1717 Collins Ave
38531,0,12734 Kenwood Ln #31
38562,0,303 Lake Ave
36823,0,36613 US Hwy 19 N
37164,0,779 N Alafaya Trail
33258,0,10015 Park Pl Ave
34127,0,206 37th Ave N
37220,0,346 Corey Ave
37856,0,540 N Ridgewood Ave
35287,0,4996 W Atlantic Blvd
32109,0,20 W Dakin Ave
30143,0,829 Simonton St
37459,0,5916 Johnson St
9660,0,3039 49th St N
37873,0,3017 Lakeland Highlands Rd
38699,0,7939 Biscayne Blvd
36159,0,11160 W Oakland Park Blvd
31286,0,8200 US-98
37434,0,251 NE 167th St
34945,0,3852 W Waters Ave
35947,0,1109 Del Prado Blvd S
35399,0,5905 N Federal Hwy
32809,0,1250 McDuff Ave S
32353,0,4244 S Tamiami Trail
37203,0,2722 W Waters Ave
35930,0,1727 N Atlantic Ave
29759,0,421 Federal Hwy
33730,0,11043 Countryway Blvd
34898,0,197 N Yonge St
39315,0,1642 Main St
35216,0,4616 San Juan Ave
39630,0,41 N Orlando Ave
33662,0,1342 Colonial Blvd #909
39332,0,18219 Pines Blvd
