address,lic_id,correct_labels
"1010 Kennedy Dr STE 403, Key West, FL 33040, USA",37491,0
"557 Park St, Dunedin, FL 34698, USA",37499,0
"7357 International Pl STE 101, Lakewood Ranch, FL 34240, USA",37798,0
"6533 Superior Ave, Sarasota, FL 34231, USA",37639,0
"3939 Cheval Blvd, Lutz, FL 33558, USA",33873,0
"1423 N Federal Hwy, Lake Worth, FL 33460, USA",35965,0
"1323 Lafayette St, Cape Coral, FL 33904, USA",30358,0
"1875 S Patrick Dr, Indian Harbour Beach, FL 32937, USA",32569,0
"106 W 6th St, Lehigh Acres, FL 33972, USA",37623,0
"2894 W Lake Mary Blvd #1008, Lake Mary, FL 32746, USA",33317,0
"1989 US-17, Bartow, FL 33830, USA",34157,0
"10417 Spring Hill Dr, Spring Hill, FL 34608, USA",37498,0
"604 Duval St, Key West, FL 33040, USA",36642,0
"4310 S Hopkins Ave, Titusville, FL 32780, USA",33728,0
"8823 River Crossing Blvd, New Port Richey, FL 34655, USA",37581,0
"4883 Glover Ln, Milton, FL 32570, USA",37487,0
"8595 College Pkwy, Fort Myers, FL 33919, USA",29057,0
"1008 S Ridgewood Ave, Daytona Beach, FL 32114, USA",37974,0
"75 Alafaya Woods Blvd, Oviedo, FL 32765, USA",25996,0
"7729 Collier Blvd #504, Naples, FL 34113, USA",37687,0
"211 Mowat School Rd, Lynn Haven, FL 32444, USA",37843,0
"429 Canal St, New Smyrna Beach, FL 32168, USA",33299,0
"4530 St Johns Ave, Jacksonville, FL 32210, USA",35646,0
"4407 Sheridan St, Hollywood, FL 33021, USA",8870,0
"890 N Federal Hwy, Pompano Beach, FL 33062, USA",35781,0
"2441 S Woodland Blvd #103, DeLand, FL 32720, USA",35780,0
"631 N Hyer Ave, Orlando, FL 32803, USA",7972,0
"3100 NW 2nd Ave #401, Boca Raton, FL 33431, USA",37816,0
"11471 W Oakland Park Blvd, Sunrise, FL 33323, USA",35534,0
"499 NE Spanish River Blvd, Boca Raton, FL 33431, USA",37868,0
"5811 4th St N, St. Petersburg, FL 33703, USA",5385,0
"1852 N Nob Hill Rd, Plantation, FL 33322, USA",8820,0
"236 River Beach Dr, Ormond Beach, FL 32176, USA",34134,0
"12161 W Linebaugh Ave, Tampa, FL 33626, USA",34820,0
"15871 Pines Blvd, Pembroke Pines, FL 33028, USA",29030,0
"15 W Main St, Avon Park, FL 33825, USA",37783,0
"111 SE 2nd St, Miami, FL 33131, USA",35449,0
"8184 Navarre Pkwy, Navarre, FL 32566, USA",37849,0
"1617 Hillcrest St, Orlando, FL 32803, USA",37736,0
"15428 SW 88th St, Miami, FL 33196, USA",34811,0
"2011 NE 163rd St, North Miami Beach, FL 33162, USA",37703,0
"6251 Park Blvd N #9E, Pinellas Park, FL 33781, USA",37916,0
"2441 3rd St S, Jacksonville Beach, FL 32250, USA",37357,0
"4755 PGA Boulevard, Palm Beach Gardens, FL 33418, USA",37150,0
"3718 Tamiami Trail suite B, Port Charlotte, FL 33952, USA",37391,0
"Wind, 350 S Miami Ave, Miami, FL 33130, USA",37246,0
"5773 NW 7th St, Miami, FL 33126, USA",37149,0
"2388 N Federal Hwy, Fort Lauderdale, FL 33305, USA",37315,0
"124 S West Shore Blvd, Tampa, FL 33609, USA",37269,0
"2723 Belle Haven Dr, Clearwater, FL 33763, USA",37166,0
"422 SW Akron Ave, Stuart, FL 34994, USA",37312,0
"913 Gulf Breeze Pkwy STE 15, Gulf Breeze, FL 32561, USA",37310,0
"27750 Old 41 Rd, Bonita Springs, FL 34135, USA",36854,0
"9900 W Sample Rd, Coral Springs, FL 33065, USA",37322,0
"110 7th Ave E, Havana, FL 32333, USA",37411,0
"2985 Enterprise Rd, DeBary, FL 32713, USA",37036,0
"1460 3rd St S, Jacksonville Beach, FL 32250, USA",37105,0
"5380 S Kirkman Rd, Orlando, FL 32819, USA",37382,0
"140 Wild Blueberry Way, Santa Rosa Beach, FL 32459, USA",37531,0
"2814 Weston Rd, Weston, FL 33331, USA",37367,0
"801 NW 37th Ave, Miami, FL 33125, USA",34327,0
"3501 N Ponce De Leon Blvd, St. Augustine, FL 32084, USA",37450,0
"4588 NE 2nd Ave, Miami, FL 33137, USA",34874,0
"601 Brickell Key Dr, Miami, FL 33131, USA",37416,0
"2729 E Oakland Park Blvd, Fort Lauderdale, FL 33306, USA",37387,0
"4652 E Hwy 20 #100, Niceville, FL 32578, USA",37455,0
"830 21st St #4, Vero Beach, FL 32960, USA",37287,0
"942 NE 62nd St, Oakland Park, FL 33334, USA",37445,0
"6601 N Davis Hwy, Pensacola, FL 32504, USA",37430,0
"3418 Handy Rd, Tampa, FL 33618, USA",21639,0
"1001 FL A1AAlt, Jupiter, FL 33477, USA",14449,0
"1125 Townpark Ave #1031, Lake Mary, FL 32746, USA",37409,0
"1361 13th Ave S, Jacksonville Beach, FL 32250, USA",16520,0
"711a N Orange Ave, Winter Park, FL 32789, USA",895,0
"1118 Florida Ave, Palm Harbor, FL 34683, USA",37359,0
"2622 NW 43rd St, Gainesville, FL 32606, USA",37346,0
"9526 NE 2nd Ave #103, Miami Shores, FL 33138, USA",37412,0
"17860 SE 109th Ave #615, Summerfield, FL 34491, USA",37103,0
"214 W Main St, Leesburg, FL 34748, USA",37072,0
"620 E Colonial Dr, Orlando, FL 32803, USA",36957,0
"2914 Bee Ridge Rd, Sarasota, FL 34239, USA",36937,0
"633 Brevard Ave, Cocoa, FL 32922, USA",37034,0
"20351 Summerlin Rd #109, Fort Myers, FL 33908, USA",37025,0
"1200 Deltona Blvd #16, Deltona, FL 32725, USA",37075,0
"2108 N Federal Hwy, Boca Raton, FL 33432, USA",36995,0
"1514 Immokalee Rd #103, Naples, FL 34110, USA",37013,0
"2300 NE 62nd St, Fort Lauderdale, FL 33308, USA",36805,0
"7517 W Sample Rd, Coral Springs, FL 33065, USA",37198,0
"6653 Lake Worth Rd, Lake Worth, FL 33467, USA",37017,0
"113 S Oak Ave, Sanford, FL 32771, USA",36999,0
"911 Lithia Pinecrest Rd, Brandon, FL 33511, USA",37186,0
"3042 N Federal Hwy #305, Fort Lauderdale, FL 33306, USA",37185,0
"8618 Citrus Park Dr, Tampa, FL 33625, USA",18406,0
"4636 SE 9th Pl, Cape Coral, FL 33904, USA",37173,0
"2950 Tamiami Trail N #5, Naples, FL 34103, USA",37132,0
"8313 Lockwood Ridge Rd, Sarasota, FL 34243, USA",36799,0
"410 E Dania Beach Blvd, Dania Beach, FL 33004, USA",36820,0
"1894 SE Port St Lucie Blvd, Port St. Lucie, FL 34952, USA",36685,0
"2508 NE 8th Ln, Ocala, FL 34470, USA",36876,0
"3610 SE Federal Hwy, Stuart, FL 34997, USA",36788,0
"13695 86th Ave N, Seminole, FL 33776, USA",34829,0
"100 Coronado Dr, Clearwater Beach, FL 33767, USA",36874,0
"5923 SW 8th St, West Miami, FL 33144, USA",36840,0
"5821 N Federal Hwy, Boca Raton, FL 33487, USA",36847,0
"8000 W Broward Blvd, Plantation, FL 33388, USA",34615,0
"26251 S Tamiami Trail, Bonita Springs, FL 34134, USA",36896,0
"27831 S Tamiami Trail, Bonita Springs, FL 34134, USA",34557,0
"855 Vanderbilt Beach Rd, Naples, FL 34108, USA",36836,0
"1880 NE 170th St, North Miami Beach, FL 33162, USA",36549,0
"962 Candlelight Blvd, Brooksville, FL 34601, USA",36494,0
"2380 S Dixie Hwy, Miami, FL 33133, USA",13137,0
"461 Kingsley Ave, Orange Park, FL 32073, USA",19399,0
"2299 S Ridgewood Ave, South Daytona, FL 32119, USA",36691,0
"5934 Okeechobee Blvd, West Palm Beach, FL 33417, USA",36356,0
"8627 Citrus Park Dr, Tampa, FL 33625, USA",36583,0
"481a S John Sims Pkwy, Valparaiso, FL 32580, USA",36589,0
"4400 Bayou Blvd, Pensacola, FL 32503, USA",30695,0
"3932 Swift Rd, Sarasota, FL 34231, USA",34162,0
"1602 NE Miami Gardens Dr, Miami, FL 33179, USA",36492,0
"3300 W 84th St, Hialeah, FL 33018, USA",22616,0
"6735 Conroy Windermere Rd, Orlando, FL 32835, USA",36060,0
"1500 Masters Blvd, Championsgate, FL 33896, USA",14725,0
"165 Brazilian Ave, Palm Beach, FL 33480, USA",35060,0
"237 Lookout Pl, Maitland, FL 32751, USA",36051,0
"605 Front St, Celebration, FL 34747, USA",35944,0
"2271 S University Dr, Davie, FL 33324, USA",36031,0
"1607 N Marion St, Tampa, FL 33602, USA",33251,0
"300 Mary Esther Blvd, Mary Esther, FL 32569, USA",34969,0
"4305 Spanish Trail, Pensacola, FL 32504, USA",34822,0
"4325 Henderson Blvd, Tampa, FL 33629, USA",36167,0
"398 N Congress Ave #23, Boynton Beach, FL 33426, USA",36206,0
"5245 University Pkwy #101, University Park, FL 34201, USA",12842,0
"9590 Applecross Rd #102, Jacksonville, FL 32222, USA",36707,0
"751 E 3rd Ave, New Smyrna Beach, FL 32169, USA",36279,0
"3957 58th St N, St. Petersburg, FL 33709, USA",32859,0
"925b S Tamiami Trail, Venice, FL 34285, USA",34955,0
"2041 N University Dr, Coral Springs, FL 33071, USA",36165,0
"9472 NE 2nd Ave, Miami Shores, FL 33138, USA",32574,0
"12548 Lake Underhill Rd, Orlando, FL 32828, USA",34453,0
"2435 Brunello Trace, Lutz, FL 33558, USA",36208,0
"7251 International Dr, Orlando, FL 32819, USA",34434,0
"7609 Davie Road Extension, Hollywood, FL 33024, USA",34988,0
"111 S Surf Rd, Hollywood, FL 33019, USA",35059,0
"250 Racquet Club Rd, Weston, FL 33326, USA",31285,0
"315 S Washington Ave, Titusville, FL 32796, USA",32996,0
